,u_id,a_id,profile,title,score
9403,641,9989,Toucanbird,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,10
9404,650,9989,Archaeon,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8
9406,667,9989,Rabb2t,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,9
9408,736,9989,mrsKWON,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,7
9414,935,9989,themegamancave,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8
9415,936,9989,ItIsIDio,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,4
9421,1098,9989,Julius_Light,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,9
9426,1223,9989,Seidai,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,9
9429,1296,9989,Zaku88,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,9
9437,1762,9989,camay1997,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,9
9439,1784,9989,helur,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,10
9451,2138,9989,Agent_Redacted,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,5
9454,2213,9989,Nasty001,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,7
9479,3415,9989,mercury1980,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8
9521,5956,9989,Caleb_Marvell,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,10
9860,10,9756,angelsreview,Mahou Shoujo Madoka★Magica,8
9861,31,9756,ggultra2764,Mahou Shoujo Madoka★Magica,8
9862,34,9756,gwern,Mahou Shoujo Madoka★Magica,9
9863,43,9756,HybridMedia,Mahou Shoujo Madoka★Magica,10
9866,104,9756,jc9622,Mahou Shoujo Madoka★Magica,9
9867,109,9756,ktulu007,Mahou Shoujo Madoka★Magica,9
9876,228,9756,ratchet573,Mahou Shoujo Madoka★Magica,9
9880,267,9756,AbsarNaeem,Mahou Shoujo Madoka★Magica,8
9881,282,9756,JustaMAL,Mahou Shoujo Madoka★Magica,8
9882,300,9756,Biogundam,Mahou Shoujo Madoka★Magica,4
9884,460,9756,PyraXadon,Mahou Shoujo Madoka★Magica,9
9885,480,9756,TrashDax,Mahou Shoujo Madoka★Magica,10
9887,523,9756,kajia,Mahou Shoujo Madoka★Magica,7
9890,574,9756,jzmcdaisy2112,Mahou Shoujo Madoka★Magica,8
9892,594,9756,EggheadLuna,Mahou Shoujo Madoka★Magica,5
9894,596,9756,5camp,Mahou Shoujo Madoka★Magica,9
9895,650,9756,Archaeon,Mahou Shoujo Madoka★Magica,8
9897,655,9756,Micsupreeme,Mahou Shoujo Madoka★Magica,8
9901,855,9756,RyanSpring,Mahou Shoujo Madoka★Magica,10
9902,901,9756,literaturenerd,Mahou Shoujo Madoka★Magica,5
9906,1057,9756,NeverKnowsBest26,Mahou Shoujo Madoka★Magica,8
9910,1309,9756,Lord_Rutsah,Mahou Shoujo Madoka★Magica,8
9912,1417,9756,GrayRealm,Mahou Shoujo Madoka★Magica,8
9913,1484,9756,Artrill,Mahou Shoujo Madoka★Magica,7
9923,1784,9756,helur,Mahou Shoujo Madoka★Magica,9
9932,2037,9756,FAKEANIMEGIRL,Mahou Shoujo Madoka★Magica,7
9949,2939,9756,ProfaneValkyrie,Mahou Shoujo Madoka★Magica,9
9959,3413,9756,lawlmartz,Mahou Shoujo Madoka★Magica,5
9961,3415,9756,mercury1980,Mahou Shoujo Madoka★Magica,8
9965,3554,9756,LIQfilms,Mahou Shoujo Madoka★Magica,6
9975,3857,9756,KaminaKai,Mahou Shoujo Madoka★Magica,9
10064,8074,9756,Yuu_Masuhara,Mahou Shoujo Madoka★Magica,7
10597,16,10620,OVERPOWERED99,Mirai Nikki,7
10598,31,10620,ggultra2764,Mirai Nikki,4
10599,34,10620,gwern,Mirai Nikki,7
10600,43,10620,HybridMedia,Mirai Nikki,3
10602,50,10620,BabyGirl06301,Mirai Nikki,7
10604,61,10620,Paulwillson26,Mirai Nikki,8
10607,131,10620,PixlReality,Mirai Nikki,8
10613,228,10620,ratchet573,Mirai Nikki,6
10614,282,10620,JustaMAL,Mirai Nikki,8
10617,422,10620,TheBrainintheJar,Mirai Nikki,8
10618,456,10620,Stark700,Mirai Nikki,9
10619,480,10620,TrashDax,Mirai Nikki,6
10620,503,10620,mouthpiece,Mirai Nikki,4
10626,736,10620,mrsKWON,Mirai Nikki,7
10627,789,10620,LeaOotori,Mirai Nikki,10
10628,809,10620,FullmetalCowboy,Mirai Nikki,4
10629,843,10620,GarlandReese,Mirai Nikki,8
10631,855,10620,RyanSpring,Mirai Nikki,9
10633,901,10620,literaturenerd,Mirai Nikki,4
10636,1012,10620,animegirlism,Mirai Nikki,8
10638,1057,10620,NeverKnowsBest26,Mirai Nikki,6
10639,1098,10620,Julius_Light,Mirai Nikki,8
10647,1627,10620,AmericanSomnium,Mirai Nikki,7
10650,1762,10620,camay1997,Mirai Nikki,6
10681,2937,10620,AobaSuzukaze,Mirai Nikki,10
10695,3413,10620,lawlmartz,Mirai Nikki,8
10696,3415,10620,mercury1980,Mirai Nikki,7
10736,6009,10620,LeaderTGW,Mirai Nikki,9
11751,104,1575,jc9622,Code Geass: Hangyaku no Lelouch,9
11752,109,1575,ktulu007,Code Geass: Hangyaku no Lelouch,8
11754,117,1575,Falco2424,Code Geass: Hangyaku no Lelouch,8
11764,419,1575,TheLlama,Code Geass: Hangyaku no Lelouch,8
11765,422,1575,TheBrainintheJar,Code Geass: Hangyaku no Lelouch,6
11766,480,1575,TrashDax,Code Geass: Hangyaku no Lelouch,8
11771,591,1575,explicit707,Code Geass: Hangyaku no Lelouch,5
11773,679,1575,Venneh,Code Geass: Hangyaku no Lelouch,8
11779,809,1575,FullmetalCowboy,Code Geass: Hangyaku no Lelouch,9
11780,843,1575,GarlandReese,Code Geass: Hangyaku no Lelouch,8
11783,1012,1575,animegirlism,Code Geass: Hangyaku no Lelouch,10
11787,1077,1575,CodeBlazeFate,Code Geass: Hangyaku no Lelouch,9
11788,1078,1575,TakamakiJoker,Code Geass: Hangyaku no Lelouch,8
11789,1098,1575,Julius_Light,Code Geass: Hangyaku no Lelouch,10
11792,1223,1575,Seidai,Code Geass: Hangyaku no Lelouch,9
11800,1623,1575,Link_of_Hyrule,Code Geass: Hangyaku no Lelouch,7
11848,3413,1575,lawlmartz,Code Geass: Hangyaku no Lelouch,7
11876,4808,1575,mistah-manila,Code Geass: Hangyaku no Lelouch,10
11883,4946,1575,Snakeskins,Code Geass: Hangyaku no Lelouch,10
12221,33,1535,BowlingJD,Death Note,6
12224,50,1535,BabyGirl06301,Death Note,9
12226,58,1535,ParaParaJMo,Death Note,9
12228,131,1535,PixlReality,Death Note,9
12234,258,1535,Fear_the_Reefer,Death Note,7
12237,387,1535,KyasutoNaito,Death Note,10
12239,419,1535,TheLlama,Death Note,10
12240,460,1535,PyraXadon,Death Note,7
12241,462,1535,Flawfinder,Death Note,5
12244,523,1535,kajia,Death Note,9
12245,524,1535,Ranivus,Death Note,8
12247,574,1535,jzmcdaisy2112,Death Note,7
12249,651,1535,Master10K,Death Note,10
12250,655,1535,Micsupreeme,Death Note,9
12252,678,1535,jet2r0cks,Death Note,9
12253,679,1535,Venneh,Death Note,8
12258,736,1535,mrsKWON,Death Note,9
12266,809,1535,FullmetalCowboy,Death Note,8
12267,843,1535,GarlandReese,Death Note,9
12268,855,1535,RyanSpring,Death Note,9
12273,901,1535,literaturenerd,Death Note,6
12275,935,1535,themegamancave,Death Note,8
12278,966,1535,Gonzo-lewd,Death Note,7
12282,1077,1535,CodeBlazeFate,Death Note,7
12284,1098,1535,Julius_Light,Death Note,10
12286,1223,1535,Seidai,Death Note,10
12364,3413,1535,lawlmartz,Death Note,10
12366,3415,1535,mercury1980,Death Note,6
12418,4808,1535,mistah-manila,Death Note,10
12425,4946,1535,Snakeskins,Death Note,10
12440,5520,1535,Simonian,Death Note,9
12447,5956,1535,Caleb_Marvell,Death Note,10
13074,16,30276,OVERPOWERED99,One Punch Man,8
13078,76,30276,Lindle,One Punch Man,8
13079,77,30276,ZephSilver,One Punch Man,7
13081,109,30276,ktulu007,One Punch Man,6
13087,258,30276,Fear_the_Reefer,One Punch Man,9
13088,280,30276,BanjoTheBear,One Punch Man,7
13089,300,30276,Biogundam,One Punch Man,6
13093,422,30276,TheBrainintheJar,One Punch Man,7
13094,456,30276,Stark700,One Punch Man,8
13095,460,30276,PyraXadon,One Punch Man,7
13097,462,30276,Flawfinder,One Punch Man,4
13100,480,30276,TrashDax,One Punch Man,9
13101,550,30276,Tyrannicswine117,One Punch Man,10
13103,843,30276,GarlandReese,One Punch Man,9
13105,901,30276,literaturenerd,One Punch Man,7
13107,936,30276,ItIsIDio,One Punch Man,7
13119,1098,30276,Julius_Light,One Punch Man,9
13134,1158,30276,Rikuson1,One Punch Man,10
13141,1296,30276,Zaku88,One Punch Man,6
13160,1785,30276,Mikame-,One Punch Man,8
13164,1888,30276,Yasaal,One Punch Man,9
13193,2933,30276,SanaeK10,One Punch Man,6
13263,5520,30276,Simonian,One Punch Man,7
13513,104,2904,jc9622,Code Geass: Hangyaku no Lelouch R2,8
13514,109,2904,ktulu007,Code Geass: Hangyaku no Lelouch R2,8
13520,419,2904,TheLlama,Code Geass: Hangyaku no Lelouch R2,9
13521,480,2904,TrashDax,Code Geass: Hangyaku no Lelouch R2,7
13526,527,2904,Splitter,Code Geass: Hangyaku no Lelouch R2,7
13527,651,2904,Master10K,Code Geass: Hangyaku no Lelouch R2,8
13530,809,2904,FullmetalCowboy,Code Geass: Hangyaku no Lelouch R2,6
13532,843,2904,GarlandReese,Code Geass: Hangyaku no Lelouch R2,7
13535,1077,2904,CodeBlazeFate,Code Geass: Hangyaku no Lelouch R2,7
13536,1078,2904,TakamakiJoker,Code Geass: Hangyaku no Lelouch R2,5
13538,1121,2904,Stormy_77,Code Geass: Hangyaku no Lelouch R2,10
13575,3413,2904,lawlmartz,Code Geass: Hangyaku no Lelouch R2,9
13582,3857,2904,KaminaKai,Code Geass: Hangyaku no Lelouch R2,9
13609,4808,2904,mistah-manila,Code Geass: Hangyaku no Lelouch R2,10
13626,4946,2904,Snakeskins,Code Geass: Hangyaku no Lelouch R2,10
13769,43,2251,HybridMedia,Baccano!,8
13770,54,2251,Eoussama,Baccano!,9
13772,109,2251,ktulu007,Baccano!,6
13775,228,2251,ratchet573,Baccano!,9
13776,267,2251,AbsarNaeem,Baccano!,8
13779,387,2251,KyasutoNaito,Baccano!,10
13783,462,2251,Flawfinder,Baccano!,6
13784,480,2251,TrashDax,Baccano!,8
13786,523,2251,kajia,Baccano!,9
13787,524,2251,Ranivus,Baccano!,10
13789,591,2251,explicit707,Baccano!,7
13791,651,2251,Master10K,Baccano!,9
13792,679,2251,Venneh,Baccano!,10
13795,809,2251,FullmetalCowboy,Baccano!,9
13797,901,2251,literaturenerd,Baccano!,10
13803,1057,2251,NeverKnowsBest26,Baccano!,9
13808,1559,2251,vigorousjammer,Baccano!,6
13811,1623,2251,Link_of_Hyrule,Baccano!,9
13813,1785,2251,Mikame-,Baccano!,9
13816,1893,2251,SupremeLord,Baccano!,8
13818,2037,2251,FAKEANIMEGIRL,Baccano!,5
13853,3514,2251,ChucriBZ,Baccano!,10
14284,104,4181,jc9622,Clannad: After Story,10
14290,228,4181,ratchet573,Clannad: After Story,10
14292,258,4181,Fear_the_Reefer,Clannad: After Story,4
14293,381,4181,Karhu,Clannad: After Story,4
14294,460,4181,PyraXadon,Clannad: After Story,10
14295,503,4181,mouthpiece,Clannad: After Story,7
14298,523,4181,kajia,Clannad: After Story,4
14299,527,4181,Splitter,Clannad: After Story,9
14301,550,4181,Tyrannicswine117,Clannad: After Story,10
14303,583,4181,brynolf,Clannad: After Story,8
14305,641,4181,Toucanbird,Clannad: After Story,10
14306,655,4181,Micsupreeme,Clannad: After Story,10
14307,667,4181,Rabb2t,Clannad: After Story,10
14336,1098,4181,Julius_Light,Clannad: After Story,10
14344,1223,4181,Seidai,Clannad: After Story,10
14346,1296,4181,Zaku88,Clannad: After Story,10
14356,1623,4181,Link_of_Hyrule,Clannad: After Story,6
14368,2138,4181,Agent_Redacted,Clannad: After Story,10
14421,3857,4181,KaminaKai,Clannad: After Story,10
14473,4946,4181,Snakeskins,Clannad: After Story,10
14502,5956,4181,Caleb_Marvell,Clannad: After Story,10
15503,10,4224,angelsreview,Toradora!,6
15504,16,4224,OVERPOWERED99,Toradora!,8
15505,43,4224,HybridMedia,Toradora!,9
15507,104,4224,jc9622,Toradora!,9
15508,109,4224,ktulu007,Toradora!,5
15511,131,4224,PixlReality,Toradora!,10
15517,228,4224,ratchet573,Toradora!,9
15522,258,4224,Fear_the_Reefer,Toradora!,10
15524,282,4224,JustaMAL,Toradora!,8
15530,422,4224,TheBrainintheJar,Toradora!,2
15538,530,4224,AnimeFan48,Toradora!,10
15539,550,4224,Tyrannicswine117,Toradora!,6
15542,583,4224,brynolf,Toradora!,8
15546,652,4224,robert788,Toradora!,10
15547,667,4224,Rabb2t,Toradora!,9
15551,935,4224,themegamancave,Toradora!,6
15554,1012,4224,animegirlism,Toradora!,8
15557,1057,4224,NeverKnowsBest26,Toradora!,9
15558,1078,4224,TakamakiJoker,Toradora!,9
15559,1098,4224,Julius_Light,Toradora!,10
15564,1223,4224,Seidai,Toradora!,8
15573,1484,4224,Artrill,Toradora!,7
15575,1686,4224,kokuborou,Toradora!,8
15648,4808,4224,mistah-manila,Toradora!,8
15670,5956,4224,Caleb_Marvell,Toradora!,10
15674,6009,4224,LeaderTGW,Toradora!,8
15675,6010,4224,Retro8bit,Toradora!,9
16168,34,12355,gwern,Ookami Kodomo no Ame to Yuki,8
16169,54,12355,Eoussama,Ookami Kodomo no Ame to Yuki,9
16170,61,12355,Paulwillson26,Ookami Kodomo no Ame to Yuki,10
16171,109,12355,ktulu007,Ookami Kodomo no Ame to Yuki,7
16172,110,12355,Firechick12012,Ookami Kodomo no Ame to Yuki,9
16174,267,12355,AbsarNaeem,Ookami Kodomo no Ame to Yuki,9
16176,456,12355,Stark700,Ookami Kodomo no Ame to Yuki,8
16177,460,12355,PyraXadon,Ookami Kodomo no Ame to Yuki,9
16178,480,12355,TrashDax,Ookami Kodomo no Ame to Yuki,8
16179,503,12355,mouthpiece,Ookami Kodomo no Ame to Yuki,6
16180,550,12355,Tyrannicswine117,Ookami Kodomo no Ame to Yuki,10
16181,596,12355,5camp,Ookami Kodomo no Ame to Yuki,6
16184,901,12355,literaturenerd,Ookami Kodomo no Ame to Yuki,5
16185,936,12355,ItIsIDio,Ookami Kodomo no Ame to Yuki,6
16186,1078,12355,TakamakiJoker,Ookami Kodomo no Ame to Yuki,10
16220,5624,12355,Paraturtle,Ookami Kodomo no Ame to Yuki,3
16397,16,18679,OVERPOWERED99,Kill la Kill,9
16398,31,18679,ggultra2764,Kill la Kill,8
16400,54,18679,Eoussama,Kill la Kill,8
16401,77,18679,ZephSilver,Kill la Kill,6
16402,109,18679,ktulu007,Kill la Kill,3
16403,131,18679,PixlReality,Kill la Kill,10
16406,228,18679,ratchet573,Kill la Kill,6
16407,258,18679,Fear_the_Reefer,Kill la Kill,10
16409,267,18679,AbsarNaeem,Kill la Kill,9
16412,422,18679,TheBrainintheJar,Kill la Kill,9
16413,462,18679,Flawfinder,Kill la Kill,8
16414,480,18679,TrashDax,Kill la Kill,9
16415,503,18679,mouthpiece,Kill la Kill,7
16416,574,18679,jzmcdaisy2112,Kill la Kill,6
16422,901,18679,literaturenerd,Kill la Kill,4
16424,966,18679,Gonzo-lewd,Kill la Kill,9
16425,1003,18679,DarknessReality,Kill la Kill,10
16427,1057,18679,NeverKnowsBest26,Kill la Kill,9
16432,1309,18679,Lord_Rutsah,Kill la Kill,2
16439,1484,18679,Artrill,Kill la Kill,9
16445,1627,18679,AmericanSomnium,Kill la Kill,7
16447,1713,18679,SovietWeeb,Kill la Kill,10
16451,1948,18679,Notshane,Kill la Kill,5
16458,2417,18679,ImRingo,Kill la Kill,8
16476,3413,18679,lawlmartz,Kill la Kill,10
16478,3415,18679,mercury1980,Kill la Kill,7
16496,5956,18679,Caleb_Marvell,Kill la Kill,9
16733,31,33489,ggultra2764,Little Witch Academia (TV),9
16734,97,33489,LegendAqua,Little Witch Academia (TV),8
16738,280,33489,BanjoTheBear,Little Witch Academia (TV),8
16740,332,33489,ShySorcerer,Little Witch Academia (TV),5
16742,456,33489,Stark700,Little Witch Academia (TV),8
16743,480,33489,TrashDax,Little Witch Academia (TV),9
16744,550,33489,Tyrannicswine117,Little Witch Academia (TV),10
16748,1078,33489,TakamakiJoker,Little Witch Academia (TV),9
16750,1484,33489,Artrill,Little Witch Academia (TV),7
16751,1686,33489,kokuborou,Little Witch Academia (TV),8
16752,1713,33489,SovietWeeb,Little Witch Academia (TV),10
16753,2138,33489,Agent_Redacted,Little Witch Academia (TV),10
16755,2285,33489,BlackCicero,Little Witch Academia (TV),6
16757,2335,33489,xcomprr,Little Witch Academia (TV),7
16759,2389,33489,nanakox21,Little Witch Academia (TV),10
16760,2417,33489,ImRingo,Little Witch Academia (TV),9
16764,2933,33489,SanaeK10,Little Witch Academia (TV),8
16768,3554,33489,LIQfilms,Little Witch Academia (TV),8
16782,6009,33489,LeaderTGW,Little Witch Academia (TV),8
16816,6348,33489,Fircoal,Little Witch Academia (TV),3
16979,31,11757,ggultra2764,Sword Art Online,5
16980,43,11757,HybridMedia,Sword Art Online,3
16981,50,11757,BabyGirl06301,Sword Art Online,8
16983,76,11757,Lindle,Sword Art Online,2
16985,104,11757,jc9622,Sword Art Online,9
16986,109,11757,ktulu007,Sword Art Online,2
16987,110,11757,Firechick12012,Sword Art Online,4
16996,228,11757,ratchet573,Sword Art Online,4
17000,258,11757,Fear_the_Reefer,Sword Art Online,5
17003,285,11757,earl_of_sandvich,Sword Art Online,7
17004,300,11757,Biogundam,Sword Art Online,4
17007,381,11757,Karhu,Sword Art Online,3
17008,422,11757,TheBrainintheJar,Sword Art Online,5
17010,456,11757,Stark700,Sword Art Online,6
17011,460,11757,PyraXadon,Sword Art Online,8
17015,503,11757,mouthpiece,Sword Art Online,3
17018,550,11757,Tyrannicswine117,Sword Art Online,8
17020,591,11757,explicit707,Sword Art Online,10
17021,641,11757,Toucanbird,Sword Art Online,8
17027,736,11757,mrsKWON,Sword Art Online,8
17032,809,11757,FullmetalCowboy,Sword Art Online,4
17034,843,11757,GarlandReese,Sword Art Online,7
17035,901,11757,literaturenerd,Sword Art Online,4
17039,935,11757,themegamancave,Sword Art Online,4
17044,1012,11757,animegirlism,Sword Art Online,9
17049,1077,11757,CodeBlazeFate,Sword Art Online,5
17051,1098,11757,Julius_Light,Sword Art Online,7
17054,1223,11757,Seidai,Sword Art Online,7
17057,1309,11757,Lord_Rutsah,Sword Art Online,7
17071,1623,11757,Link_of_Hyrule,Sword Art Online,4
17072,1629,11757,johnbradshaw,Sword Art Online,4
17087,1893,11757,SupremeLord,Sword Art Online,3
17090,1948,11757,Notshane,Sword Art Online,4
17102,2213,11757,Nasty001,Sword Art Online,6
17142,2937,11757,AobaSuzukaze,Sword Art Online,9
17177,3413,11757,lawlmartz,Sword Art Online,7
17179,3415,11757,mercury1980,Sword Art Online,3
17257,5956,11757,Caleb_Marvell,Sword Art Online,9
17419,12207,11757,Blood_Diver_A,Sword Art Online,5
18543,10,226,angelsreview,Elfen Lied,7
18545,43,226,HybridMedia,Elfen Lied,5
18546,50,226,BabyGirl06301,Elfen Lied,9
18548,109,226,ktulu007,Elfen Lied,1
18554,228,226,ratchet573,Elfen Lied,6
18556,258,226,Fear_the_Reefer,Elfen Lied,5
18557,282,226,JustaMAL,Elfen Lied,4
18559,419,226,TheLlama,Elfen Lied,8
18562,523,226,kajia,Elfen Lied,5
18563,527,226,Splitter,Elfen Lied,8
18564,550,226,Tyrannicswine117,Elfen Lied,7
18566,574,226,jzmcdaisy2112,Elfen Lied,7
18567,583,226,brynolf,Elfen Lied,9
18568,591,226,explicit707,Elfen Lied,8
18571,655,226,Micsupreeme,Elfen Lied,8
18573,678,226,jet2r0cks,Elfen Lied,8
18574,679,226,Venneh,Elfen Lied,8
18579,809,226,FullmetalCowboy,Elfen Lied,6
18580,855,226,RyanSpring,Elfen Lied,9
18581,901,226,literaturenerd,Elfen Lied,10
18582,936,226,ItIsIDio,Elfen Lied,3
18585,1012,226,animegirlism,Elfen Lied,7
18588,1057,226,NeverKnowsBest26,Elfen Lied,7
18590,1296,226,Zaku88,Elfen Lied,9
18596,1545,226,Luquillo,Elfen Lied,1
18599,1623,226,Link_of_Hyrule,Elfen Lied,5
18617,2368,226,hexashadow13,Elfen Lied,8
18637,3327,226,Marthgun,Elfen Lied,6
18640,3413,226,lawlmartz,Elfen Lied,7
18641,3554,226,LIQfilms,Elfen Lied,2
18645,3857,226,KaminaKai,Elfen Lied,8
18662,4808,226,mistah-manila,Elfen Lied,9
18677,5520,226,Simonian,Elfen Lied,9
18688,6009,226,LeaderTGW,Elfen Lied,10
19496,16,19815,OVERPOWERED99,No Game No Life,9
19497,50,19815,BabyGirl06301,No Game No Life,7
19499,54,19815,Eoussama,No Game No Life,8
19501,131,19815,PixlReality,No Game No Life,8
19505,228,19815,ratchet573,No Game No Life,8
19512,422,19815,TheBrainintheJar,No Game No Life,3
19513,449,19815,HaXXspetten,No Game No Life,10
19514,456,19815,Stark700,No Game No Life,8
19515,460,19815,PyraXadon,No Game No Life,9
19521,550,19815,Tyrannicswine117,No Game No Life,9
19522,751,19815,Hectotane,No Game No Life,7
19523,935,19815,themegamancave,No Game No Life,7
19524,966,19815,Gonzo-lewd,No Game No Life,7
19527,1012,19815,animegirlism,No Game No Life,8
19529,1077,19815,CodeBlazeFate,No Game No Life,6
19531,1098,19815,Julius_Light,No Game No Life,10
19537,1349,19815,Vaenny,No Game No Life,8
19538,1417,19815,GrayRealm,No Game No Life,8
19540,1484,19815,Artrill,No Game No Life,3
19544,1623,19815,Link_of_Hyrule,No Game No Life,6
19545,1713,19815,SovietWeeb,No Game No Life,6
19548,1762,19815,camay1997,No Game No Life,8
19550,1785,19815,Mikame-,No Game No Life,9
19558,2417,19815,ImRingo,No Game No Life,9
19581,3327,19815,Marthgun,No Game No Life,6
19585,3415,19815,mercury1980,No Game No Life,6
19610,5956,19815,Caleb_Marvell,No Game No Life,10
19633,8074,19815,Yuu_Masuhara,No Game No Life,8
19885,31,1210,ggultra2764,NHK ni Youkoso!,9
19886,33,1210,BowlingJD,NHK ni Youkoso!,6
19887,43,1210,HybridMedia,NHK ni Youkoso!,9
19888,61,1210,Paulwillson26,NHK ni Youkoso!,9
19891,109,1210,ktulu007,NHK ni Youkoso!,7
19894,131,1210,PixlReality,NHK ni Youkoso!,9
19897,228,1210,ratchet573,NHK ni Youkoso!,9
19900,419,1210,TheLlama,NHK ni Youkoso!,10
19901,422,1210,TheBrainintheJar,NHK ni Youkoso!,1
19904,574,1210,jzmcdaisy2112,NHK ni Youkoso!,9
19907,651,1210,Master10K,NHK ni Youkoso!,9
19910,901,1210,literaturenerd,NHK ni Youkoso!,7
19913,1003,1210,DarknessReality,NHK ni Youkoso!,10
19917,1484,1210,Artrill,NHK ni Youkoso!,4
19920,1627,1210,AmericanSomnium,NHK ni Youkoso!,10
19966,4808,1210,mistah-manila,NHK ni Youkoso!,9
19976,5520,1210,Simonian,NHK ni Youkoso!,10
19982,5956,1210,Caleb_Marvell,NHK ni Youkoso!,8
20456,16,2001,OVERPOWERED99,Tengen Toppa Gurren Lagann,10
20458,33,2001,BowlingJD,Tengen Toppa Gurren Lagann,8
20460,109,2001,ktulu007,Tengen Toppa Gurren Lagann,6
20463,228,2001,ratchet573,Tengen Toppa Gurren Lagann,9
20465,258,2001,Fear_the_Reefer,Tengen Toppa Gurren Lagann,8
20466,267,2001,AbsarNaeem,Tengen Toppa Gurren Lagann,9
20473,523,2001,kajia,Tengen Toppa Gurren Lagann,8
20474,527,2001,Splitter,Tengen Toppa Gurren Lagann,9
20477,574,2001,jzmcdaisy2112,Tengen Toppa Gurren Lagann,7
20478,583,2001,brynolf,Tengen Toppa Gurren Lagann,8
20482,651,2001,Master10K,Tengen Toppa Gurren Lagann,9
20483,655,2001,Micsupreeme,Tengen Toppa Gurren Lagann,5
20486,809,2001,FullmetalCowboy,Tengen Toppa Gurren Lagann,9
20488,935,2001,themegamancave,Tengen Toppa Gurren Lagann,9
20493,1077,2001,CodeBlazeFate,Tengen Toppa Gurren Lagann,9
20494,1078,2001,TakamakiJoker,Tengen Toppa Gurren Lagann,10
20497,1309,2001,Lord_Rutsah,Tengen Toppa Gurren Lagann,1
20499,1508,2001,AnimeBW,Tengen Toppa Gurren Lagann,7
20507,1893,2001,SupremeLord,Tengen Toppa Gurren Lagann,9
20521,2335,2001,xcomprr,Tengen Toppa Gurren Lagann,8
20522,2417,2001,ImRingo,Tengen Toppa Gurren Lagann,7
20530,2922,2001,Skadi,Tengen Toppa Gurren Lagann,7
20549,3857,2001,KaminaKai,Tengen Toppa Gurren Lagann,9
21513,10,5680,angelsreview,K-On!,5
21514,16,5680,OVERPOWERED99,K-On!,9
21516,104,5680,jc9622,K-On!,8
21517,109,5680,ktulu007,K-On!,8
21519,117,5680,Falco2424,K-On!,6
21533,131,5680,PixlReality,K-On!,8
21626,224,5680,bearvarine,K-On!,6
21630,228,5680,ratchet573,K-On!,7
21659,258,5680,Fear_the_Reefer,K-On!,7
21669,267,5680,AbsarNaeem,K-On!,9
21672,280,5680,BanjoTheBear,K-On!,8
21674,282,5680,JustaMAL,K-On!,9
21677,285,5680,earl_of_sandvich,K-On!,9
21708,376,5680,captjoe213,K-On!,9
21711,480,5680,TrashDax,K-On!,2
21740,523,5680,kajia,K-On!,5
21741,524,5680,Ranivus,K-On!,8
21744,527,5680,Splitter,K-On!,6
21947,10,5630,angelsreview,Higashi no Eden,8
21948,33,5630,BowlingJD,Higashi no Eden,9
21949,43,5630,HybridMedia,Higashi no Eden,7
21950,50,5630,BabyGirl06301,Higashi no Eden,7
21952,76,5630,Lindle,Higashi no Eden,7
21955,228,5630,ratchet573,Higashi no Eden,7
21956,419,5630,TheLlama,Higashi no Eden,9
21959,574,5630,jzmcdaisy2112,Higashi no Eden,6
21960,591,5630,explicit707,Higashi no Eden,9
21961,596,5630,5camp,Higashi no Eden,9
21965,855,5630,RyanSpring,Higashi no Eden,6
21966,1057,5630,NeverKnowsBest26,Higashi no Eden,9
21970,1623,5630,Link_of_Hyrule,Higashi no Eden,5
21974,2037,5630,FAKEANIMEGIRL,Higashi no Eden,7
22049,2138,5630,Agent_Redacted,Higashi no Eden,10
22117,10,15809,angelsreview,Hataraku Maou-sama!,6
22118,34,15809,gwern,Hataraku Maou-sama!,7
22120,228,15809,ratchet573,Hataraku Maou-sama!,6
22121,258,15809,Fear_the_Reefer,Hataraku Maou-sama!,8
22122,280,15809,BanjoTheBear,Hataraku Maou-sama!,6
22124,460,15809,PyraXadon,Hataraku Maou-sama!,8
22126,550,15809,Tyrannicswine117,Hataraku Maou-sama!,9
22127,652,15809,robert788,Hataraku Maou-sama!,8
22128,667,15809,Rabb2t,Hataraku Maou-sama!,8
22130,843,15809,GarlandReese,Hataraku Maou-sama!,5
22132,935,15809,themegamancave,Hataraku Maou-sama!,6
22133,936,15809,ItIsIDio,Hataraku Maou-sama!,4
22134,966,15809,Gonzo-lewd,Hataraku Maou-sama!,8
22143,1296,15809,Zaku88,Hataraku Maou-sama!,8
22149,1593,15809,LaLeLuLiLo,Hataraku Maou-sama!,5
